id,name,favourites_count,followers_count,friends_count,listed_count,statuses_count,tribe_id,in_degree,degree,contribution_index,out_degree,messages_sent,messages_total,messages_received,alter_nudges,ego_art,alter_art,ego_nudges,reach_2,reach_2_out,community_id,community_reach,community_score,community_size,complexity_avg,happiness,stress,emotionality_avg,sentiment_avg,betweenness,closeness,betweenness_oscillation
barackobama,Barack Obama,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.5,0.0,community_19,0.0,0.5434782608695652,8.0,,,,,,0.0,0.0,
c_drosten,Christian Drosten,91,768467,140,2933,554,Swiss Thoughtleaders_239c07488210221c,2.0,7.96875,-0.17,5.96875,97,208,111,1.2257936540104093,13.26557568709936,14.806168412698415,1.1907509175630717,8.46875,11.5,community_30,0.8125,0.36144889188167706,9.46875,9.186560121850935,0.20189557029169947,0.20189557029169947,0.2459941435800999,0.4185052324819912,34.84375,0.33546918377557766,1.6071428571428572
cdurastanti,Claudia Durastanti,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.06557377049180328,6.0,,,,,,0.0,0.0,
dieserdopo,Dominik,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,5,5,,,,,2.0,0.0,community_17,0.0,0.0,4.0,,,,,,0.0,0.0,
gesvirologie,GfV - Gesellschaft für Virologie,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_12,0.0,0.4701848539057842,11.666666666666666,,,,,,0.0,0.0,
kaffeecup,Kaffeecup,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,16.0,,,,,,0.0,0.0,
lukasschnermann,Lukas Schnermann,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,1.0,48.0,,,,,,0.0,0.0,
snhrdt,Martin Eisenhardt (💉💉 done) 🇩🇪🇮🇱🇨🇭🇺🇸,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_21,0.0,1.0,48.0,,,,,,0.0,0.0,
ukingermany,UK in Germany,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.3181818181818182,10.0,,,,,,0.0,0.0,
citieskg,CitiesKG,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.76,21.0,,,,,,0.0,0.0,
ecb,European Central Bank,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_21,0.0,1.0,29.0,,,,,,0.0,0.0,
fdp_liberalen,FDP Schweiz,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,37.0,,,,,,0.0,0.0,
hrtgn,Moritz Hürtgen,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_3,0.0,0.10204081632653061,7.0,,,,,,0.0,0.0,
janfleischhauer,Jan Fleischhauer,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_30,0.0,0.75,11.0,,,,,,0.0,0.0,
jolandaspiess,Jolanda Spiess-Hegglin 🧨💥,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,0.813953488372093,37.0,,,,,,0.0,0.0,
literatuerk,LITERATÜRK,5939,4499,787,51,9321,Swiss Thoughtleaders_239c07488210221c,3.0,5.0,-0.5,2.0,1,4,3,,0.0,,1.0,3.0,2.0,community_20,0.0,0.0,15.0,6.264550685882568,0.6456560492515564,0.6456560492515564,0.14889603853225708,0.6456560492515564,0.0,0.358974358974359,
nekcne,Nationale Ethikkommission,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_24,0.0,0.625,9.0,,,,,,0.0,0.0,
ohhellokathrina,Kathrin Weßling,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_3,0.0,0.48,14.0,,,,,,0.0,0.0,
redaant,RedAnt,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.06557377049180328,6.0,,,,,,0.0,0.0,
sbachtax,Stefan Bach,4323,4737,382,76,11361,Swiss Thoughtleaders_239c07488210221c,2.0,3.5,-0.665,1.5,1,4,3,1.0,,0.0,,8.5,7.5,community_23,0.0,0.8770491803278688,49.5,7.203248500823975,0.1676153838634491,0.1676153838634491,0.26145875453948975,0.1676153838634491,7.0,0.17321016166281755,
stefanleifert,Stefan Leifert,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_16,0.0,0.6571428571428571,25.0,,,,,,0.0,0.0,
attacd,Attac Deutschland,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,1.0,51.0,,,,,,0.0,0.0,
biopoetics,Andreas Weber,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,0.42857142857142855,5.0,,,,,,0.0,0.0,
bleisch,Blake,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,1.0,22.0,,,,,,0.0,0.0,
borisjohnson,Boris Johnson,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_19,0.0,1.0,10.0,,,,,,0.0,0.0,
carolinekeeldar,Caroline Keeldar,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.3157894736842105,9.0,,,,,,0.0,0.0,
christopherjm,Christopher Miller,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,0.07692307692307693,5.0,,,,,,0.0,0.0,
evelyne_lynn,Evelyne Baumberger,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_18,0.0,0.0,4.0,,,,,,0.0,0.0,
luescher_sandro,Sandro Lüscher,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,5,5,,,,,2.0,0.0,community_18,0.0,0.5,6.5,,,,,,0.0,0.0,
omctorg,OMCT,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
paramountuk,ParamountUK,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_17,0.0,0.0,9.0,,,,,,0.0,0.0,
profilonline,profil online,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_21,0.0,0.8888888888888888,10.0,,,,,,0.0,0.0,
rapidtestsde,Initiative RapidTests (Science Think Tank),782,3005,275,74,1334,Swiss Thoughtleaders_239c07488210221c,2.0,3.0,-0.665,1.0,1,7,6,1.0,,0.0,,7.0,5.5,community_12,0.5,0.875,13.5,9.818312644958496,0.9704235792160034,0.9704235792160034,0.1908036321401596,0.9704235792160034,0.0,0.18421052631578946,
republikmagazin,Republik,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0833333333333333,1.0833333333333333,-1.0,0.0,0,15,15,,,,,2.25,0.0,community_21,0.08333333333333333,0.7250126262626262,16.833333333333332,,,,,,0.0,0.0,0.0
wochenzeitung,WOZ,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_11,0.0,0.4741496598639456,19.666666666666668,,,,,,0.0,0.0,
allianzkultur,Allianz Kulturstiftung,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.0,3.0,,,,,,0.0,0.0,
allysonpollock,Allyson Pollock,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_30,0.0,1.0,13.0,,,,,,0.0,0.0,
andreas_lieb,Andreas Lieb 🔴,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,45.0,,,,,,0.0,0.0,
b_goekcen,Berna Gökcen,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_20,0.0,0.0,26.0,,,,,,0.0,0.0,
bsagt,Birthe Sönnichsen,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,0.6,17.0,,,,,,0.0,0.0,
djv_bo,Besser Online,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_19,0.0,0.0,19.0,,,,,,0.0,0.0,
fabianbusch9,Fabian Busch,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,0.06557377049180328,6.0,,,,,,0.0,0.0,
kevinmkruse,Kevin M. Kruse,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,4,4,,,,,2.0,0.0,community_8,0.0,1.0,62.5,,,,,,0.0,0.0,
larsericpaulsen,Lars Paulsen,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_17,0.0,0.0,7.0,,,,,,0.0,0.0,
lauracurtze,Laura Curtze,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,1.0,14.0,,,,,,0.0,0.0,
mayer_iras,Maximilian Mayer,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,8,8,,,,,2.0,0.0,community_12,0.0,0.7916666666666666,20.333333333333332,,,,,,0.0,0.0,
mei_nic,Nicole Meier,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,1.0,9.0,,,,,,0.0,0.0,
ninaczi,Nina C. Zimmermann,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_19,0.0,0.5,10.0,,,,,,0.0,0.0,
sachitmahajan4,Sachit Mahajan,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.20408163265306123,12.0,,,,,,0.0,0.0,
swissark,Swiss Ark / Domi (Dominique),0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_10,0.0,0.07692307692307693,8.0,,,,,,0.0,0.0,
thebinderlab,The Binder Lab,3798,12461,382,239,4754,Swiss Thoughtleaders_239c07488210221c,1.75,3.0,-0.625,1.25,2,8,6,1.0,,0.0,,7.25,6.0,community_12,0.25,0.48966095380029806,18.5,9.277639389038086,0.10075058788061142,0.10075058788061142,0.2453947439789772,0.10075058788061142,1.0,0.17648467432950193,
benjalvarez1,Benjamin Alvarez,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,0.68,19.0,,,,,,0.0,0.0,
blerandabb,blerandë,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
chrfischbach,Christian Fischbach,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.8,14.0,,,,,,0.0,0.0,
daserste,Das Erste,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_16,0.0,1.0,23.5,,,,,,0.0,0.0,
julianforscht,Julian,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_12,0.0,0.3023255813953488,15.0,,,,,,0.0,0.0,
k_frenzel,Korbinian Frenzel,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.7619047619047619,19.0,,,,,,0.0,0.0,
monikaschnitzer,Monika Schnitzer,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,5,5,,,,,2.0,0.0,community_21,0.0,0.7286388474913066,40.0,,,,,,0.0,0.0,
nathanjrobinson,Nathan J Robinson,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,80.0,,,,,,0.0,0.0,
pastewka,🌈Bastian Pastewka🌈,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_3,0.0,0.2571428571428571,11.0,,,,,,0.0,0.0,
srf,SRF,25828,134706,258,567,38108,Swiss Thoughtleaders_239c07488210221c,1.2142857142857142,1.5,-0.9642857142857143,0.2857142857142857,1,28,27,1.0,0.0,2.2086111111111113,1.0,2.7142857142857144,1.0,community_18,0.07142857142857142,0.47501196172248805,9.642857142857142,9.159557342529297,0.8763124942779541,0.8763124942779541,0.25009655952453613,0.8763124942779541,0.21428571428571427,0.027982326951399118,0.3
4000hertz,Viertausendhertz,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_14,0.0,0.0,13.0,,,,,,0.0,0.0,
bernd_schulyok,Bernhard Schulyok,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.8,14.0,,,,,,0.0,0.0,
craty,catary 🇪🇺👨🏻‍💻,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,1.0,22.0,,,,,,0.0,0.0,
drmikeryan,Mike Ryan,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_21,0.0,0.6821705426356589,17.666666666666668,,,,,,0.0,0.0,
frauhegemann,Lisa Hegemann,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_15,0.0,0.32,10.0,,,,,,0.0,0.0,
joe_bretton,Joe Bretton,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,27.0,,,,,,0.0,0.0,
kattascha,Katharina Nocun,28234,65830,3735,821,27730,Swiss Thoughtleaders_239c07488210221c,3.0,5.0,-0.33,2.0,1,3,2,1.0,,0.0,,15.0,14.0,community_11,1.0,1.0,63.0,10.003994941711426,0.11869446933269501,0.11869446933269501,0.26869258284568787,0.11869446933269501,0.0,0.3448275862068966,
mickybeisenherz,Micky Beisenherz,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.1666666666666667,1.1666666666666667,-1.0,0.0,0,9,9,,,,,2.3333333333333335,0.0,community_21,0.16666666666666666,0.3310407082525384,9.5,,,,,,0.0,0.0,0.0
nocovid_de,NoCovid 🇩🇪 🇪🇺 🌍 YesToNoCovid,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,0.14285714285714285,6.0,,,,,,0.0,0.0,
pressetopo,Topographie des Terrors,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_19,0.0,0.0,7.0,,,,,,0.0,0.0,
quelindafi,Linda Fischer,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,3.0,0.0,community_12,0.0,0.19571428571428573,6.5,,,,,,0.0,0.0,
tagesschau,tagesschau,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,6,6,,,,,2.0,0.0,community_21,0.0,0.8737777777777778,19.2,,,,,,0.0,0.0,0.0
timowerner,Timo Werner,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_17,0.0,0.0,6.0,,,,,,0.0,0.0,
c_endt,Christian Endt,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_30,0.0,0.12244897959183673,8.0,,,,,,0.0,0.0,
drumheadberlin,Ralf Schuler,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_30,0.0,0.75,11.0,,,,,,0.0,0.0,
elia_bluelle,Elia Blülle,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_24,0.0,0.18181818181818182,9.0,,,,,,0.0,0.0,
freebarrett_,Free Barrett Brown,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
gemeingutorg,Gemeingut in BürgerInnenhand,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,1.0,51.0,,,,,,0.0,0.0,
inesabdelrazek,Inès Abdel Razek,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
mazluzern,MAZ Luzern,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_18,0.0,1.0,12.0,,,,,,0.0,0.0,
moderna_tx,Moderna,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,36.0,,,,,,0.0,0.0,
mzjacobson,Mark Z. Jacobson,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_14,0.0,0.16,6.0,,,,,,0.0,0.0,
nzz,Neue Zürcher Zeitung,5714,441740,2627,3590,143183,Swiss Thoughtleaders_239c07488210221c,1.1666666666666667,1.25,-0.9861111111111112,0.08333333333333333,1,106,105,1.0,,3.1119444444444446,,2.388888888888889,0.3333333333333333,community_18,0.08333333333333333,0.3678128303513493,6.805555555555555,9.526226997375488,0.8274120688438416,0.8274120688438416,0.198202446103096,0.8274120688438416,0.0,0.011494252873563218,0.0
philipplickert,Philip Plickert,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_16,0.0,0.6,11.0,,,,,,0.0,0.0,
riedel_timo,Timo R.,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_21,0.0,0.8888888888888888,10.0,,,,,,0.0,0.0,
sobigdata,SoBigData,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.20408163265306123,12.0,,,,,,0.0,0.0,
xrschweiz,Extinction Rebellion Switzerland,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_11,0.0,1.0,37.0,,,,,,0.0,0.0,
charles_hawley,Charles Hawley,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,17.0,,,,,,0.0,0.0,
dfg_public,DFG public,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.3333333333333333,1.3333333333333333,-1.0,0.0,0,4,4,,,,,2.3333333333333335,0.0,community_12,0.0,0.2959966390198948,14.333333333333334,,,,,,0.0,0.0,
docdaysprod,DOCDAYS Productions,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,0.15384615384615385,4.0,,,,,,0.0,0.0,
grimmveronika,Veronika Grimm,1780,3999,757,58,2576,Swiss Thoughtleaders_239c07488210221c,1.5,2.6666666666666665,-0.75,1.1666666666666667,2,10,8,1.0,0.0,1.6619444444444444,1.0,5.666666666666667,8.333333333333334,community_21,0.0,0.840701754385965,30.333333333333332,9.687601566314697,0.37951927073299885,0.37951927073299885,0.2514496520161629,0.37951927073299885,1.6666666666666667,0.12499697629414612,0.0
hatice_ince_,Don Birgit Alphansa Reichelt-Poschardt Blome,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.8571428571428571,9.0,,,,,,0.0,0.0,
mieke36856470,Mieke,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,45.0,,,,,,0.0,0.0,
mohamedhemish,mhmd,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
nicalthaus,Nicole Althaus,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,0.0,8.0,,,,,,0.0,0.0,
nikoskrinis,Nikos Krinis,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_18,0.0,0.19047619047619047,7.0,,,,,,0.0,0.0,
quizherotv,QuizHero,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_17,0.0,0.0,8.0,,,,,,0.0,0.0,
andreas_hepp,Andreas Hepp,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.6285714285714286,24.0,,,,,,0.0,0.0,
bettencourtluis,Luis M. A. Bettencourt,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.8,14.0,,,,,,0.0,0.0,
ecmokaragianni1,ECMO_Karagiannidis,545,10709,64,127,239,Swiss Thoughtleaders_239c07488210221c,1.3333333333333333,1.6666666666666667,-0.8883333333333333,0.3333333333333333,1,11,10,,0.0,,1.0,3.8333333333333335,1.6666666666666667,community_12,0.0,0.4260758082497213,14.833333333333334,8.499860763549805,0.6367025971412659,0.6367025971412659,0.2358383983373642,0.6367025971412659,0.0,0.06086956521739131,0.0
iusedtobepoor,Tracy Moore,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,45.0,,,,,,0.0,0.0,
jthomi,jthomi,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,80.0,,,,,,0.0,0.0,
mona_vetsch,mona vetsch,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_24,0.0,1.0,12.0,,,,,,0.0,0.0,
peterhutsonjone,Peter Hutson-Jones,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_7,0.0,0.0,3.0,,,,,,0.0,0.0,
ploxa,Nathalie Wappler,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.5,0.0,community_13,0.0,1.0,14.5,,,,,,0.0,0.0,
schlegel_stefan,Stefan Schlegel,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_11,0.0,1.0,41.5,,,,,,0.0,0.0,
silviast9,Silvia Stringhini,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,5,5,,,,,2.0,0.0,community_10,0.0,0.07692307692307693,8.0,,,,,,0.0,0.0,
skunkanansie,Skunk Anansie,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.0,5.0,,,,,,0.0,0.0,
tobler_andreas,Andreas Tobler,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_24,0.0,0.36,11.0,,,,,,0.0,0.0,
ulfposh,Ulf Poschardt,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_19,0.0,1.0,12.0,,,,,,0.0,0.0,
webvideopreis,Webvideopreis,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_17,0.0,0.0,4.0,,,,,,0.0,0.0,
adriandaub,Adrian Daub,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,2.0,2.0,-1.0,0.0,0,2,2,,,,,4.0,0.0,community_2,1.0,1.0,12.0,,,,,,0.0,0.0,
